SOS_VoterID,firstname,lastname,streetnumber,streetname,address,city,county,precinct_raw,party,sex,age,subdivision
7001434,Maria,Cohen,3117,Pine Ln,3117 Pine Ln, LAKESIDE ,Northgate,20,REP,M,22,MEADOWS PHASE ONE
7004753,Aisha,Johnson,1346,Juniper Dr,1346 Juniper Dr, LAKESIDE ,Northgate,20,REP,M,50,
7006547,Wei,Okafor,8723,Hawthorn Dr,8723 Hawthorn Dr, LAKESIDE ,Southfield,120,DEM,F,87,PRESTON RIDGE
7001004,Fatima,Smith,4724,Birch Ln,4724 Birch Ln,LAKESIDE,Northgate,10,LIB,M,31,AUTUMN GROVE PHASE FOUR
7004606,Ama,Nguyen,6527,Magnolia St,6527 Magnolia St, LAKESIDE ,Southfield,030,DEM,U,92,
7006118,Wei,Wilson,7012,Birch Ln,7012 Birch Ln, LAKESIDE ,Northgate,10,U,,20,OAK HOLLOW UNIT 5
7005158,James,Okafor,3308,Willow St,3308 Willow St,lakeside,Southfield,015,LIB,M,87,OAK HOLLOW UNIT 3
7001184,Fatima,Okafor,9446,Pine Trl,9446 Pine Trl,LAKESIDE,Southfield,264,U,F,22,PRESTON RIDGE SECTION 2
7009196,Ama,Singh,6171,Birch Blvd,6171 Birch Blvd, LAKESIDE ,Southfield,030,LIB,M,53,
7004733,Hana,Nguyen,424,Oak St,424 Oak St,LAKESIDE,Northgate,30,IND,F,38,
7009697,Olivia,Khan,6433,Cedar St,6433 Cedar St,lakeside,Northgate,220,DEM,M,38,WILLOW CREEK
7006469,Jennifer,Khan,5377,Juniper St,5377 Juniper St,LAKESIDE,Southfield,130,DEM,M,42,PRESTON RIDGE
7008083,Wei,Hernandez,492,Sycamore Way,492 Sycamore Way,LAKESIDE,Northgate,30,U,F,31,
7009808,Olivia,Ali,6260,Maple Ln,6260 Maple Ln, LAKESIDE ,Southfield,030,IND,M,47,
7007597,Kofi,Rossi,6969,Dogwood Ct,6969 Dogwood Ct,LAKESIDE,Northgate,20,DEM,U,44,
7004389,Carlos,Brown,6195,Hawthorn Trl,6195 Hawthorn Trl,LAKESIDE,Northgate,20,REP,F,36,HARBOR LANDING (CFR)
7008948,Robert,Johnson,3422,Juniper St,3422 Juniper St,LAKESIDE,Southfield,210,REP,M,92,RIVERWALK PH 1
7006886,Patricia,Cohen,5155,Cypress Dr,5155 Cypress Dr,LAKESIDE,Northgate,110,IND,M,86,OAK HOLLOW UNIT 5
7004598,Michael,Nguyen,2075,Elm Ln,2075 Elm Ln,LAKESIDE,Northgate,220,U,F,25,AUTUMN GROVE PHASE FOUR
7001693,Linda,Ali,5493,Willow St,5493 Willow St, LAKESIDE ,Northgate,30,REP,M,,STONEBRIAR
7005987,James,Nguyen,6117,Maple Ct,6117 Maple Ct,LAKESIDE,Southfield,015,REP,M,68,STONEBRIAR
7002794,David,Okafor,9344,Birch Dr,9344 Birch Dr,Lakeside,Southfield,015,DEM,F,59,WILLOW CREEK PH 3
7005243,Emma,Rossi,8372,Pine St,8372 Pine St, LAKESIDE ,Northgate,10,U,F,68,
7006333,Yuki,Patel,8104,Pine St,8104 Pine St,Lakeside,Northgate,30,Independent,F,80,OAK HOLLOW UNIT 3
7004335,Maria,Davis,1618,Birch St,1618 Birch St,LAKESIDE,Northgate,45,NPA,M,29,
7002147,James,Johnson,2636,Cedar Way,2636 Cedar Way,LAKESIDE,Northgate,20,NPA,F,25,
7005359,Yuki,Nguyen,8212,Birch Way,8212 Birch Way,LAKESIDE,Southfield,015,DEM,F,91,STONEBRIAR SECTION 4
7000225,Aisha,Brown,3296,Magnolia Dr,3296 Magnolia Dr, LAKESIDE ,Northgate,30,,M,150,HARBOR LANDING (CFR)
7008357,Carlos,Cohen,7731,Juniper Ct,7731 Juniper Ct,LAKESIDE,Northgate,253,REP,F,42,PRESTON RIDGE SECTION 2
7009312,Yuki,Khan,418,Juniper Blvd,418 Juniper Blvd,lakeside,Northgate,30,DEM,F,77,OAK HOLLOW UNIT 5
7003799,James,Thomas,7813,Hawthorn St,7813 Hawthorn St,lakeside,Northgate,10,Independent,F,58,STONEBRIAR
7000494,Jennifer,Rodriguez,352,Cypress Ln,352 Cypress Ln,LAKESIDE,Northgate,220,NPA,M,23,AUTUMN GROVE PHASE FOUR
7008105,Hana,Ali,1998,Hawthorn St,1998 Hawthorn St,Lakeside,Southfield,210,Independent,M,74,PRESTON RIDGE SECTION 2
7005546,Mateo,Anderson,4992,Cypress Way,4992 Cypress Way,LAKESIDE,Southfield,015,REP,F,27,
7006193,Jose,Okafor,7606,Dogwood Dr,7606 Dogwood Dr,LAKESIDE,Northgate,10,REP,F,47,
7001632,Carlos,Smith,8493,Willow Dr,8493 Willow Dr,Lakeside,Northgate,220,LIB,M,33,WILLOW CREEK PHASE TWO (CFR)
7005985,Aisha,Singh,6999,Aspen Ln,6999 Aspen Ln,LAKESIDE,Northgate,45,REP,,0,PRESTON RIDGE
7007263,Maria,Anderson,4773,Elm Blvd,4773 Elm Blvd,Lakeside,Northgate,253,U,F,83,
7005025,Jennifer,Patel,6317,Birch Trl,6317 Birch Trl,RIVERTON,Southfield,015,U,,,
7007290,Fatima,Wilson,1562,Cedar Trl,1562 Cedar Trl,lakeside,Southfield,030,U,F,82,THE MEADOWS
7005069,Mei,Park,9218,Dogwood Way,9218 Dogwood Way,LAKESIDE,Southfield,030,U,F,87,
7008263,Priya,Hernandez,7213,Magnolia Blvd,7213 Magnolia Blvd,lakeside,Southfield,130,U,,89,THE MEADOWS
7004439,Linda,Anderson,5965,Willow Ct,5965 Willow Ct,Lakeside,Northgate,10,DEM,U,29,STONEBRIAR SEC 7 (CPL)
7008939,Mei,Martinez,8523,Willow Blvd,8523 Willow Blvd, LAKESIDE ,Southfield,015,REP,F,36,RIVERWALK
7002906,Noah,Wang,5816,Magnolia Ct,5816 Magnolia Ct,Lakeside,Northgate,10,REP,U,69,AUTUMN GROVE PHASE FOUR
7007248,Emma,Singh,8883,Sycamore Ct,8883 Sycamore Ct,LAKESIDE,Southfield,015,GRN,M,46,
7007278,Emma,Khan,6797,Dogwood St,6797 Dogwood St, LAKESIDE ,Southfield,030,DEM,F,73,PRESTON RIDGE SECTION 2
7004892,Omar,Anderson,9811,Magnolia Blvd,9811 Magnolia Blvd, LAKESIDE ,Northgate,110,,M,33,HARBOR LANDING (CFR)
7006304,Elizabeth,Nguyen,739,Pine Blvd,739 Pine Blvd,Lakeside,Southfield,015,IND,F,90,WILLOW CREEK PHASE TWO (CFR)
7006963,Liam,Smith,9493,Sycamore St,9493 Sycamore St,LAKESIDE,Northgate,45,DEM,,56,STONEBRIAR SECTION 4
7009332,James,Nguyen,2140,Sycamore Blvd,2140 Sycamore Blvd,lakeside,Southfield,130,DEM,F,20,RIVERWALK
7000947,Sofia,Rossi,1472,Aspen Ct,1472 Aspen Ct, LAKESIDE ,Southfield,210,REP,F,69,RIVERWALK
7009130,Wei,Mensah,9091,Cypress Trl,9091 Cypress Trl,LAKESIDE,Southfield,015,Independent,,84,RIVERWALK
7004160,Linda,Anderson,4728,Cedar Ln,4728 Cedar Ln,lakeside,Northgate,253,,M,44,STONEBRIAR SEC 7 (CPL)
7003474,Elizabeth,Ali,2623,Cedar Trl,2623 Cedar Trl,OAKDALE,Southfield,210,LIB,F,90,AUTUMN GROVE PHASE FOUR
7008279,Maria,Thomas,3131,Juniper Way,3131 Juniper Way,lakeside,Northgate,20,DEM,F,41,STONEBRIAR
7000137,Patricia,Patel,4245,Aspen Way,4245 Aspen Way, LAKESIDE ,Southfield,015,REP,M,29,WILLOW CREEK
7003638,Elizabeth,Patel,9995,Cedar St,9995 Cedar St,LAKESIDE,Northgate,30,GRN,M,91,
7003945,Mei,Martinez,4413,Aspen Blvd,4413 Aspen Blvd, LAKESIDE ,Northgate,10,DEM,F,54,MEADOWS PHASE ONE
7000447,Maria,Rodriguez,8399,Cedar St,8399 Cedar St, LAKESIDE ,Northgate,110,REP,,58,RIVERWALK
7007723,Carlos,Mensah,8709,Willow Ct,8709 Willow Ct,lakeside,Northgate,10,REP,M,76,WILLOW CREEK PHASE TWO (CFR)
7009391,Mateo,Nguyen,2318,Hawthorn Ln,2318 Hawthorn Ln,LAKESIDE,Northgate,10,IND,F,89,WILLOW CREEK
7001904,Noah,Hernandez,5463,Aspen Dr,5463 Aspen Dr,LAKESIDE,Northgate,45,DEM,M,21,MEADOWS PHASE ONE
7002007,Sofia,Rodriguez,7054,Magnolia St,7054 Magnolia St,LAKESIDE,Northgate,220,NPA,F,62,THE MEADOWS
7001243,Kofi,Rossi,6063,Cypress Dr,6063 Cypress Dr,LAKESIDE,Northgate,220,DEM,F,72,HARBOR LANDING (CFR)
7004093,Elizabeth,Cohen,9090,Hawthorn St,9090 Hawthorn St,LAKESIDE,Southfield,210,IND,,18,PRESTON RIDGE
7001550,Michael,Lee,6707,Magnolia Ct,6707 Magnolia Ct,LAKESIDE,Southfield,015,DEM,F,45,PRESTON RIDGE
7004962,Mateo,Johnson,6578,Cedar Way,6578 Cedar Way,LAKESIDE,Northgate,10,REP,U,19,PRESTON RIDGE SECTION 2
7000162,Kofi,Mensah,1901,Magnolia St,1901 Magnolia St,LAKESIDE,Northgate,10,REP,M,77,HARBOR LANDING
7000493,Michael,Rossi,8927,Sycamore Blvd,8927 Sycamore Blvd,LAKESIDE,Southfield,015,DEM,F,29,
7009292,Olivia,Okafor,1504,Hawthorn Way,1504 Hawthorn Way,LAKESIDE,Northgate,220,U,M,81,HARBOR LANDING (CFR)
7002183,Linda,Park,9335,Dogwood Ln,9335 Dogwood Ln,LAKESIDE,Northgate,110,REP,,57,RIVERWALK PH 1
7006050,Emma,Brown,8126,Juniper Dr,8126 Juniper Dr,Lakeside,Northgate,45,DEM,M,23,RIVERWALK PH 1
7003540,Mei,Park,5413,Aspen Blvd,5413 Aspen Blvd,LAKESIDE,Northgate,30,U,M,68,
7003163,Hana,Nguyen,5295,Dogwood Blvd,5295 Dogwood Blvd,LAKESIDE,Southfield,210,Independent,,85,
7000203,Kofi,Johnson,6575,Oak Way,6575 Oak Way,Lakeside,Northgate,253,GRN,M,79,
7009011,Ama,Ali,391,Elm Way,391 Elm Way,Lakeside,Southfield,015,GRN,M,28,RIVERWALK
7004949,John,Park,627,Pine Ct,627 Pine Ct, LAKESIDE ,Northgate,110,DEM,F,,WILLOW CREEK
7003380,Emma,Singh,8409,Aspen Trl,8409 Aspen Trl,LAKESIDE,Southfield,030,U,F,19,MEADOWS PHASE ONE
7003105,Patricia,Anderson,3467,Pine Trl,3467 Pine Trl,lakeside,Northgate,110,REP,F,,PRESTON RIDGE SECTION 2
7000930,David,Hernandez,1919,Pine Ct,1919 Pine Ct,Lakeside,Northgate,30,REP,F,36,THE MEADOWS
7002544,Priya,Park,9708,Cedar Dr,9708 Cedar Dr,LAKESIDE,Northgate,30,IND,F,50,OAK HOLLOW UNIT 5
7004365,Jennifer,Wilson,1550,Cedar Way,1550 Cedar Way,lakeside,Northgate,253,GRN,,37,
7000487,Emma,Anderson,990,Birch Trl,990 Birch Trl,LAKESIDE,Northgate,20,GRN,F,70,
7008297,Mary,Brown,3169,Willow Way,3169 Willow Way,LAKESIDE,Northgate,30,REP,M,25,PRESTON RIDGE
7004590,Robert,Johnson,4161,Maple St,4161 Maple St,LAKESIDE,Northgate,10,Independent,F,30,OAK HOLLOW UNIT 5
7006616,Wei,Brown,4049,Oak Ct,4049 Oak Ct,LAKESIDE,Northgate,30,U,F,48,AUTUMN GROVE PHASE FOUR
7007616,Priya,Lee,628,Cedar Ct,628 Cedar Ct, LAKESIDE ,Northgate,45,NPA,F,67,THE MEADOWS
7005079,Mateo,Park,7405,Cypress Ct,7405 Cypress Ct,lakeside,Northgate,30,DEM,F,89,OAK HOLLOW UNIT 3
7001807,Raj,Brown,3923,Birch St,3923 Birch St,LAKESIDE,Northgate,30,IND,F,19,AUTUMN GROVE PHASE FOUR
7008645,Mei,Patel,3534,Birch Trl,3534 Birch Trl,LAKESIDE,Southfield,015,LIB,,79,AUTUMN GROVE PHASE FOUR
7005548,Mateo,Garcia,775,Dogwood Ln,775 Dogwood Ln, LAKESIDE ,Northgate,20,Independent,U,42,OAK HOLLOW UNIT 3
7000127,Jennifer,Rossi,7571,Aspen Dr,7571 Aspen Dr,Lakeside,Northgate,110,REP,,150,OAK HOLLOW UNIT 5
7008129,Robert,Rossi,8525,Cypress Dr,8525 Cypress Dr,LAKESIDE,Northgate,45,DEM,U,33,RIVERWALK
7006418,Robert,Patel,1516,Birch Trl,1516 Birch Trl,LAKESIDE,Northgate,30,NPA,F,58,WILLOW CREEK PH 3
7000635,Raj,Martinez,816,Elm Dr,816 Elm Dr,LAKESIDE,Northgate,45,REP,F,90,
7009422,Emma,Rodriguez,9471,Juniper Dr,9471 Juniper Dr,LAKESIDE,Southfield,130,REP,,43,
7000188,Aisha,Anderson,6658,Elm St,6658 Elm St,LAKESIDE,Southfield,015,REP,M,37,STONEBRIAR SEC 7 (CPL)
7001283,Robert,Patel,6915,Pine St,6915 Pine St,LAKESIDE,Southfield,075,NPA,M,75,
7003823,Fatima,Garcia,3754,Juniper Way,3754 Juniper Way,LAKESIDE,Southfield,015,NPA,U,41,WILLOW CREEK PHASE TWO (CFR)
7002975,John,Ali,2682,Juniper Ct,2682 Juniper Ct,LAKESIDE,Northgate,20,REP,M,64,RIVERWALK
7007807,James,Anderson,6812,Cypress Trl,6812 Cypress Trl,lakeside,Southfield,015,REP,M,26,PRESTON RIDGE
7000618,Olivia,Rodriguez,807,Magnolia Trl,807 Magnolia Trl,LAKESIDE,Southfield,015,DEM,,71,HARBOR LANDING
7008436,Emma,Wang,1829,Willow Way,1829 Willow Way, LAKESIDE ,Northgate,10,DEM,F,86,HARBOR LANDING
7003916,Patricia,Park,735,Hawthorn Way,735 Hawthorn Way,LAKESIDE,Southfield,030,REP,F,29,
7003080,Kofi,Davis,4852,Oak Blvd,4852 Oak Blvd,OAKDALE,Northgate,253,DEM,M,26,STONEBRIAR
7004671,Priya,Smith,4021,Maple Dr,4021 Maple Dr,LAKESIDE,Northgate,253,IND,M,25,OAK HOLLOW UNIT 5
7004760,Emma,Martinez,8374,Pine St,8374 Pine St,lakeside,Southfield,015,IND,U,75,STONEBRIAR SECTION 4
7009224,Ama,Anderson,8496,Sycamore Blvd,8496 Sycamore Blvd,Lakeside,Southfield,120,DEM,U,85,
7001202,Jennifer,Smith,6806,Elm Ln,6806 Elm Ln,LAKESIDE,Northgate,110,,M,19,MEADOWS PHASE ONE
7000901,Robert,Hernandez,2463,Birch Ln,2463 Birch Ln,lakeside,Northgate,110,REP,F,83,OAK HOLLOW UNIT 5
7001689,Wei,Garcia,4369,Maple Blvd,4369 Maple Blvd,OAKDALE,Southfield,075,U,F,27,AUTUMN GROVE PHASE FOUR
7004934,Aisha,Wang,3814,Dogwood St,3814 Dogwood St,Lakeside,Northgate,45,,M,75,MEADOWS PHASE ONE
7003620,Sofia,Wang,4787,Cypress Way,4787 Cypress Way,LAKESIDE,Northgate,110,Independent,F,74,
7000012,Aisha,Singh,1703,Maple Ct,1703 Maple Ct, LAKESIDE ,Northgate,30,Independent,F,34,WILLOW CREEK PH 3
7008666,Carlos,Lee,3117,Hawthorn Dr,3117 Hawthorn Dr,Lakeside,Southfield,210,REP,,25,HARBOR LANDING (CFR)
7002943,Michael,Wang,2411,Aspen Blvd,2411 Aspen Blvd,LAKESIDE,Southfield,015,REP,U,67,WILLOW CREEK PHASE TWO (CFR)
7006464,David,Nguyen,7183,Oak Blvd,7183 Oak Blvd,LAKESIDE,Southfield,015,DEM,U,78,RIVERWALK PH 1
7000951,Carlos,Rossi,8493,Juniper St,8493 Juniper St,LAKESIDE,Northgate,253,Independent,F,25,
7006990,Patricia,Brown,9163,Hawthorn Ct,9163 Hawthorn Ct,LAKESIDE,Southfield,015,REP,M,65,PRESTON RIDGE SECTION 2
7002584,James,Patel,540,Hawthorn Dr,540 Hawthorn Dr,LAKESIDE,Southfield,210,Independent,F,83,STONEBRIAR
7009247,Aisha,Nguyen,6849,Oak Way,6849 Oak Way, LAKESIDE ,Northgate,20,,M,49,WILLOW CREEK PHASE TWO (CFR)
7004084,Wei,Singh,5321,Elm Blvd,5321 Elm Blvd, LAKESIDE ,Southfield,030,NPA,,67,RIVERWALK
7003281,Robert,Singh,2845,Birch St,2845 Birch St,LAKESIDE,Northgate,30,IND,M,69,STONEBRIAR SEC 7 (CPL)
7006923,Carlos,Singh,6508,Oak Blvd,6508 Oak Blvd,LAKESIDE,Southfield,015,DEM,F,31,MEADOWS PHASE ONE
7000082,Mei,Lee,8105,Aspen Blvd,8105 Aspen Blvd,lakeside,Northgate,30,GRN,U,20,HARBOR LANDING
7008733,Fatima,Thomas,1230,Magnolia Blvd,1230 Magnolia Blvd,LAKESIDE,Northgate,220,U,F,20,RIVERWALK
7008399,Fatima,Rodriguez,2023,Oak St,2023 Oak St,LAKESIDE,Northgate,110,REP,F,32,RIVERWALK PH 1
7007575,Emma,Singh,6318,Willow St,6318 Willow St, LAKESIDE ,Northgate,45,REP,U,64,OAK HOLLOW UNIT 3
7005093,Jennifer,Rodriguez,1582,Aspen Way,1582 Aspen Way,RIVERTON,Northgate,110,DEM,M,20,OAK HOLLOW UNIT 5
7007053,Carlos,Davis,2998,Maple St,2998 Maple St,Lakeside,Southfield,120,IND,,37,OAK HOLLOW UNIT 5
7002208,Jennifer,Martinez,7983,Juniper Ln,7983 Juniper Ln,LAKESIDE,Northgate,45,U,,,WILLOW CREEK
7001095,Liam,Singh,8017,Oak Trl,8017 Oak Trl,lakeside,Northgate,220,GRN,U,31,THE MEADOWS
7008986,Ama,Martinez,987,Birch Trl,987 Birch Trl,lakeside,Southfield,030,GRN,,91,WILLOW CREEK
7005634,Linda,Anderson,2131,Maple Blvd,2131 Maple Blvd,LAKESIDE,Northgate,30,Independent,M,18,STONEBRIAR
7004004,Wei,Cohen,6746,Pine Trl,6746 Pine Trl,Lakeside,Northgate,253,GRN,F,29,
7006729,Jennifer,Singh,9833,Cypress Dr,9833 Cypress Dr, LAKESIDE ,Northgate,253,,F,61,OAK HOLLOW UNIT 3
7009414,Olivia,Patel,8262,Birch Trl,8262 Birch Trl,LAKESIDE,Southfield,130,REP,M,44,MEADOWS PHASE ONE
7001977,Mateo,Nguyen,8528,Magnolia Blvd,8528 Magnolia Blvd, LAKESIDE ,Southfield,210,DEM,F,,OAK HOLLOW UNIT 3
7003283,Hana,Wilson,6775,Pine Ln,6775 Pine Ln,Lakeside,Northgate,45,REP,F,22,PRESTON RIDGE
7002782,Maria,Singh,1114,Dogwood Ct,1114 Dogwood Ct,LAKESIDE,Northgate,20,NPA,M,65,WILLOW CREEK PH 3
7001584,Maria,Johnson,2904,Elm Trl,2904 Elm Trl, LAKESIDE ,Northgate,253,,F,66,HARBOR LANDING (CFR)
7000680,Emma,Brown,8645,Elm St,8645 Elm St,LAKESIDE,Southfield,120,NPA,F,57,OAK HOLLOW UNIT 3
7008089,Liam,Wang,9723,Magnolia Trl,9723 Magnolia Trl,Lakeside,Southfield,030,REP,,65,WILLOW CREEK PH 3
7009017,Mei,Anderson,5830,Dogwood Blvd,5830 Dogwood Blvd,lakeside,Northgate,30,Independent,M,51,OAK HOLLOW UNIT 5
7001958,Michael,Park,5191,Pine Trl,5191 Pine Trl,OAKDALE,Southfield,130,REP,M,,
7001645,James,Martinez,4887,Hawthorn Blvd,4887 Hawthorn Blvd,LAKESIDE,Northgate,30,,,69,WILLOW CREEK
7006169,Mei,Garcia,100,Cypress St,100 Cypress St,LAKESIDE,Northgate,30,U,F,83,STONEBRIAR SECTION 4
7006654,Patricia,Nguyen,2881,Willow Blvd,2881 Willow Blvd,Lakeside,Southfield,015,,M,49,MEADOWS PHASE ONE
7001614,Kofi,Lee,833,Birch Ct,833 Birch Ct,LAKESIDE,Southfield,120,DEM,F,87,OAK HOLLOW UNIT 5
7000098,James,Cohen,1222,Elm Trl,1222 Elm Trl,LAKESIDE,Northgate,110,DEM,,,STONEBRIAR SECTION 4
7001170,Wei,Davis,4906,Pine Ct,4906 Pine Ct,OAKDALE,Northgate,45,GRN,,56,PRESTON RIDGE SECTION 2
7006740,Hana,Brown,1436,Elm Trl,1436 Elm Trl,LAKESIDE,Northgate,10,DEM,F,,PRESTON RIDGE
7006812,Jennifer,Hernandez,6518,Maple Trl,6518 Maple Trl,LAKESIDE,Northgate,45,,,33,RIVERWALK PH 1
7004293,Omar,Patel,9812,Cypress Ct,9812 Cypress Ct,lakeside,Northgate,10,LIB,M,79,PRESTON RIDGE SECTION 2
7004912,Linda,Okafor,7638,Sycamore Blvd,7638 Sycamore Blvd, LAKESIDE ,Northgate,45,DEM,M,79,
7003505,Elizabeth,Wilson,3951,Pine St,3951 Pine St,LAKESIDE,Southfield,210,REP,U,57,WILLOW CREEK PH 3
